MIN_SUPPORT=20, MIN_CONFIDENCE=60
calc_for_portion(i_start=10100, i_finish=10200, 2020-09-25 20:36:44.089030
calc_for_portion(i_start=8900, i_finish=9000, 2020-09-25 20:36:50.757739
calc_for_portion(i_start=10700, i_finish=10800, 2020-09-25 20:37:05.696875
calc_for_portion(i_start=12000, i_finish=12100, 2020-09-25 20:37:14.397175
calc_for_portion(i_start=11600, i_finish=11700, 2020-09-25 20:38:17.156685
calc_for_portion(i_start=11000, i_finish=11100, 2020-09-25 20:38:18.192367
calc_for_portion(i_start=12600, i_finish=12700, 2020-09-25 20:40:10.519479
calc_for_portion(i_start=12100, i_finish=12200, 2020-09-25 20:41:00.975409
calc_for_portion(i_start=13200, i_finish=13300, 2020-09-25 20:41:06.217111
calc_for_portion(i_start=13800, i_finish=13900, 2020-09-25 20:41:15.284515
calc_for_portion(i_start=11100, i_finish=11200, 2020-09-25 20:41:38.472530
calc_for_portion(i_start=12700, i_finish=12800, 2020-09-25 20:43:30.278715
calc_for_portion(i_start=11700, i_finish=11800, 2020-09-25 20:43:48.861302
calc_for_portion(i_start=12200, i_finish=12300, 2020-09-25 20:44:11.112778
calc_for_portion(i_start=13900, i_finish=14000, 2020-09-25 20:44:57.968310
calc_for_portion(i_start=13300, i_finish=13400, 2020-09-25 20:45:01.729770
calc_for_portion(i_start=11200, i_finish=11300, 2020-09-25 20:45:03.220005
calc_for_portion(i_start=12800, i_finish=12900, 2020-09-25 20:46:54.961020
calc_for_portion(i_start=12300, i_finish=12400, 2020-09-25 20:47:45.909528
calc_for_portion(i_start=11800, i_finish=11900, 2020-09-25 20:48:07.131654
calc_for_portion(i_start=11300, i_finish=11400, 2020-09-25 20:48:31.751364
calc_for_portion(i_start=14000, i_finish=14100, 2020-09-25 20:48:39.623262
calc_for_portion(i_start=13400, i_finish=13500, 2020-09-25 20:49:53.115558
calc_for_portion(i_start=12900, i_finish=13000, 2020-09-25 20:50:24.050356
calc_for_portion(i_start=12400, i_finish=12500, 2020-09-25 20:51:06.028523
calc_for_portion(i_start=11900, i_finish=12000, 2020-09-25 20:51:57.781798
calc_for_portion(i_start=14100, i_finish=14186, 2020-09-25 20:52:38.235173
calc_for_portion(i_start=13000, i_finish=13100, 2020-09-25 20:53:50.948370
calc_for_portion(i_start=12500, i_finish=12600, 2020-09-25 20:54:23.288125
calc_for_portion(i_start=13500, i_finish=13600, 2020-09-25 20:55:43.208977
calc_for_portion(i_start=13100, i_finish=13200, 2020-09-25 20:57:12.715194
calc_for_portion(i_start=13600, i_finish=13700, 2020-09-25 20:59:11.720532
calc_for_portion(i_start=13700, i_finish=13800, 2020-09-25 21:03:04.828524
avg.prec.=0.5749034259128718, 2020-09-25 21:06:32.204702
